ID,COURSECODE,COURSEDESC 
2674,EL 105,LANGUAGE LEARNING MATERIALS DEVELOPMENT
2675,EL 105,LANGUAGE LEARNING MATERIALS DEVELOPMENT
2676,EL 105,LANGUAGE LEARNING MATERIALS DEVELOPMENT
2677,EL 110,LANGUAGE RESEARCH
2678,EL 110,LANGUAGE RESEARCH
2679,EL 110,LANGUAGE RESEARCH
2680,EL 110,LANGUAGE RESEARCH
2681,EL 110,LANGUAGE RESEARCH
2682,EL 110,LANGUAGE RESEARCH
2683,EL 110,LANGUAGE RESEARCH
2684,EL 111,CHILDREN & ADOLESCENT LITERATURE
2685,EL 111,CHILDREN & ADOLESCENT LITERATURE
2686,EL 111,CHILDREN & ADOLESCENT LITERATURE
2687,EL 111,CHILDREN & ADOLESCENT LITERATURE
2688,EL 111,CHILDREN & ADOLESCENT LITERATURE
2689,EL 111,CHILDREN & ADOLESCENT LITERATURE
2690,EL 118,TECHNICAL WRITING
2691,EL 118,TECHNICAL WRITING
2692,EL 118,TECHNICAL WRITING
2693,EL 118,TECHNICAL WRITING
2694,EL 118,TECHNICAL WRITING
2695,EL 118,TECHNICAL WRITING
2696,EL 118,TECHNICAL WRITING
2697,EL 118,TECHNICAL WRITING
2698,C W 251,CREATIVE WRITING (ELECTIVE 1)
2699,C W 251,CREATIVE WRITING (ELECTIVE 1)
2700,C W 251,CREATIVE WRITING (ELECTIVE 1)
2701,C W 251,CREATIVE WRITING (ELECTIVE 1)
2702,C W 251,CREATIVE WRITING (ELECTIVE 1)
2703,C W 251,CREATIVE WRITING (ELECTIVE 1)
2704,C W 251,CREATIVE WRITING (ELECTIVE 1)
2705,C W 251,CREATIVE WRITING (ELECTIVE 1)
2706,C W 251,CREATIVE WRITING (ELECTIVE 1)
2707,ESP 151,ENGLISH FOR SPECIFIC PURPOSES (ELECTIVE 2)
2708,ESP 151,ENGLISH FOR SPECIFIC PURPOSES (ELECTIVE 2)
2709,ESP 151,ENGLISH FOR SPECIFIC PURPOSES (ELECTIVE 2)
2710,ESP 151,ENGLISH FOR SPECIFIC PURPOSES (ELECTIVE 2)
2711,ESP 151,ENGLISH FOR SPECIFIC PURPOSES (ELECTIVE 2)
2712,ESP 151,ENGLISH FOR SPECIFIC PURPOSES (ELECTIVE 2)
2713,ESP 151,ENGLISH FOR SPECIFIC PURPOSES (ELECTIVE 2)
2714,ESP 151,ENGLISH FOR SPECIFIC PURPOSES (ELECTIVE 2)
2715,ESP 151,ENGLISH FOR SPECIFIC PURPOSES (ELECTIVE 2)
2716,EL 106,TEACHING & ASSESSMENT OF LITERATURE STUDIES
2717,EL 106,TEACHING & ASSESSMENT OF LITERATURE STUDIES
2718,EL 106,TEACHING & ASSESSMENT OF LITERATURE STUDIES
2719,EL 106,TEACHING & ASSESSMENT OF LITERATURE STUDIES
2720,EL 106,TEACHING & ASSESSMENT OF LITERATURE STUDIES
2721,EL 106,TEACHING & ASSESSMENT OF LITERATURE STUDIES
2722,EL 106,TEACHING & ASSESSMENT OF LITERATURE STUDIES
2723,EL 106,TEACHING & ASSESSMENT OF LITERATURE STUDIES
2724,EL 106,TEACHING & ASSESSMENT OF LITERATURE STUDIES
2725,EL 117,LITERARY CRITICISM
2726,EL 117,LITERARY CRITICISM
2727,EL 117,LITERARY CRITICISM
2728,EL 117,LITERARY CRITICISM
2729,EL 117,LITERARY CRITICISM
2730,EL 117,LITERARY CRITICISM
2731,EL 117,LITERARY CRITICISM
2732,EL 117,LITERARY CRITICISM
2733,EL 117,LITERARY CRITICISM
2734,EL 119,CAMPUS JOURNALISM
2735,EL 119,CAMPUS JOURNALISM
2736,EL 119,CAMPUS JOURNALISM
2737,EL 119,CAMPUS JOURNALISM
2738,EL 119,CAMPUS JOURNALISM
2739,EL 119,CAMPUS JOURNALISM
2740,EL 119,CAMPUS JOURNALISM
2741,EL 119,CAMPUS JOURNALISM
2742,EL 119,CAMPUS JOURNALISM
2743,SNED 11285,INSTRUCTIONAL ADAPTATIONS IN MATHEMATICS AND
2744,SNED 11285,INSTRUCTIONAL ADAPTATIONS IN MATHEMATICS AND
2745,SNED 12285,INSTRUCTIONAL ADAPTATIONS FOR TEACHING AND
2746,SNED 12285,INSTRUCTIONAL ADAPTATIONS FOR TEACHING AND
2747,SNED 13285,DEVELOPMENT OF INDIVIDUALIZED EDUCATION PLANS
2748,SNED 13285,DEVELOPMENT OF INDIVIDUALIZED EDUCATION PLANS
2749,SNED 15285,TRANSITION EDUCATION
2750,SNED 15285,TRANSITION EDUCATION
2751,SNED 16285,RESEARCH IN SPECIAL NEEDS & INCLUSIVE EDUCATION
2752,SNED 16285,RESEARCH IN SPECIAL NEEDS & INCLUSIVE EDUCATION
2753,TMGC 285,TEACHING MULTI GRADE CLASSES
2754,TMGC 285,TEACHING MULTI GRADE CLASSES
2755,REVIEW 180,LET REVIEW
2756,REVIEW 180,LET REVIEW
2757,REVIEW 180,LET REVIEW
2758,REVIEW 180,LET REVIEW
2759,REVIEW 180,LET REVIEW
2760,REVIEW 180,LET REVIEW
2761,REVIEW 180,LET REVIEW
2762,REVIEW 180,LET REVIEW
2763,REVIEW 180,LET REVIEW
2764,REVIEW 180,LET REVIEW
2765,REVIEW 180,LET REVIEW
2766,ED 10180,PRACTICE TEACHING
2767,ED 10180,PRACTICE TEACHING
2768,ED 10180,PRACTICE TEACHING
2769,ED 10180,PRACTICE TEACHING
2770,ED 10180,PRACTICE TEACHING
2771,ED 10180,PRACTICE TEACHING
2772,ED 10180,PRACTICE TEACHING
2773,ED 10180,PRACTICE TEACHING
2774,ED 10180,PRACTICE TEACHING
2775,ED 10180,PRACTICE TEACHING
2776,ED 10180,PRACTICE TEACHING
2777,PR 280,TEACHING INTERNSHIP
2778,PR 280,TEACHING INTERNSHIP
2779,PR 280,TEACHING INTERNSHIP
2780,PR 280,TEACHING INTERNSHIP
2781,PR 280,TEACHING INTERNSHIP
2782,PR 280,TEACHING INTERNSHIP
2783,PR 280,TEACHING INTERNSHIP
2784,PR 280,TEACHING INTERNSHIP
2785,PR 280,TEACHING INTERNSHIP
2786,PR 280,TEACHING INTERNSHIP
2787,PR 280,TEACHING INTERNSHIP
2788,PR 280,TEACHING INTERNSHIP
2789,PR 280,TEACHING INTERNSHIP
2790,PR 280,TEACHING INTERNSHIP
2791,PR 280,TEACHING INTERNSHIP
2792,PR 280,TEACHING INTERNSHIP
2793,PR 280,TEACHING INTERNSHIP
2794,PR 280,TEACHING INTERNSHIP
2795,PR 280,TEACHING INTERNSHIP
2796,PR 280,TEACHING INTERNSHIP
2797,PR 280,TEACHING INTERNSHIP
2798,PR 280,TEACHING INTERNSHIP
2799,PR 280,TEACHING INTERNSHIP
2800,ED 1180,CHILD & ADOLESCENT DEVELOPMENT
2801,ED 1180,CHILD & ADOLESCENT DEVELOPMENT
2802,ED 1180,CHILD & ADOLESCENT DEVELOPMENT
2803,ED 1180,CHILD & ADOLESCENT DEVELOPMENT
2804,ED 3180,PRINCIPLES OF TEACHING 1
2805,ED 3180,PRINCIPLES OF TEACHING 1
2806,ED 3180,PRINCIPLES OF TEACHING 1
2807,ED 9151,THE TEACHING PROFESSION
2808,ED 9151,THE TEACHING PROFESSION
2809,ED 9151,THE TEACHING PROFESSION
2810,ED TEC1180,EDUCATIONAL TECHNOLOGY 1
2811,ED TEC1180,EDUCATIONAL TECHNOLOGY 1
2812,ED TEC1180,EDUCATIONAL TECHNOLOGY 1
2813,ED 7180,ASSESSMENT OF STUDENT LEARNING 1
2814,ED 7180,ASSESSMENT OF STUDENT LEARNING 1
2815,ED 7180,ASSESSMENT OF STUDENT LEARNING 1
2816,DR 1151,DEVELOPMENTAL READING I
2817,DR 1151,DEVELOPMENTAL READING I
2818,DR 1151,DEVELOPMENTAL READING I
2819,GE U300,UNDERSTANDING THE SELF
2820,GE U300,UNDERSTANDING THE SELF
2821,GE U300,UNDERSTANDING THE SELF
2822,GE U300,UNDERSTANDING THE SELF
2823,GE U300,UNDERSTANDING THE SELF
2824,GE U300,UNDERSTANDING THE SELF
2825,GE U300,UNDERSTANDING THE SELF
2826,GE U300,UNDERSTANDING THE SELF
2827,GE U300,UNDERSTANDING THE SELF
2828,GE U300,UNDERSTANDING THE SELF
2829,GE U300,UNDERSTANDING THE SELF
2830,GE U300,UNDERSTANDING THE SELF
2831,GE U300,UNDERSTANDING THE SELF
2832,GE U300,UNDERSTANDING THE SELF
2833,GE U300,UNDERSTANDING THE SELF
2834,GE U300,UNDERSTANDING THE SELF
2835,GE U300,UNDERSTANDING THE SELF
2836,GE U300,UNDERSTANDING THE SELF
2837,GE U300,UNDERSTANDING THE SELF
2838,GE U300,UNDERSTANDING THE SELF
2839,GE U300,UNDERSTANDING THE SELF
2840,GE U300,UNDERSTANDING THE SELF
2841,GE U300,UNDERSTANDING THE SELF
2842,GE U300,UNDERSTANDING THE SELF
2843,GE U300,UNDERSTANDING THE SELF
2844,GE U300,UNDERSTANDING THE SELF
2845,GE U300,UNDERSTANDING THE SELF
2846,GE U300,UNDERSTANDING THE SELF
2847,GE U300,UNDERSTANDING THE SELF
2848,GE U300,UNDERSTANDING THE SELF
2849,GE U300,UNDERSTANDING THE SELF
2850,GE U300,UNDERSTANDING THE SELF
2851,GE U300,UNDERSTANDING THE SELF
2852,GE U300,UNDERSTANDING THE SELF
2853,GE U300,UNDERSTANDING THE SELF
2854,GE U300,UNDERSTANDING THE SELF
2855,GE U300,UNDERSTANDING THE SELF
2856,GE U300,UNDERSTANDING THE SELF
2857,GE U300,UNDERSTANDING THE SELF
2858,GE R300,READINGS IN PHILIPPINE HISTORY
2859,GE R300,READINGS IN PHILIPPINE HISTORY
2860,GE R300,READINGS IN PHILIPPINE HISTORY
2861,GE R300,READINGS IN PHILIPPINE HISTORY
2862,GE R300,READINGS IN PHILIPPINE HISTORY
2863,GE R300,READINGS IN PHILIPPINE HISTORY
2864,GE R300,READINGS IN PHILIPPINE HISTORY
2865,GE R300,READINGS IN PHILIPPINE HISTORY
2866,GE R300,READINGS IN PHILIPPINE HISTORY
2867,GE R300,READINGS IN PHILIPPINE HISTORY
2868,GE R300,READINGS IN PHILIPPINE HISTORY
2869,GE R300,READINGS IN PHILIPPINE HISTORY
2870,GE R300,READINGS IN PHILIPPINE HISTORY
2871,GE R300,READINGS IN PHILIPPINE HISTORY
2872,GE R300,READINGS IN PHILIPPINE HISTORY
2873,GE R300,READINGS IN PHILIPPINE HISTORY
2874,GE R300,READINGS IN PHILIPPINE HISTORY
2875,GE R300,READINGS IN PHILIPPINE HISTORY
2876,GE R300,READINGS IN PHILIPPINE HISTORY
2877,GE R300,READINGS IN PHILIPPINE HISTORY
2878,GE R300,READINGS IN PHILIPPINE HISTORY
2879,GE R300,READINGS IN PHILIPPINE HISTORY
2880,GE R300,READINGS IN PHILIPPINE HISTORY
2881,GE R300,READINGS IN PHILIPPINE HISTORY
2882,GE R300,READINGS IN PHILIPPINE HISTORY
2883,GE R300,READINGS IN PHILIPPINE HISTORY
2884,GE R300,READINGS IN PHILIPPINE HISTORY
2885,GE R300,READINGS IN PHILIPPINE HISTORY
2886,GE R300,READINGS IN PHILIPPINE HISTORY
2887,GE R300,READINGS IN PHILIPPINE HISTORY
2888,GE R300,READINGS IN PHILIPPINE HISTORY
2889,GE R300,READINGS IN PHILIPPINE HISTORY
2890,GE M300,MATHEMATICS IN THE MODERN WORLD
2891,GE M300,MATHEMATICS IN THE MODERN WORLD
2892,GE M300,MATHEMATICS IN THE MODERN WORLD
2893,GE M300,MATHEMATICS IN THE MODERN WORLD
2894,GE M300,MATHEMATICS IN THE MODERN WORLD
2895,GE M300,MATHEMATICS IN THE MODERN WORLD
2896,GE M300,MATHEMATICS IN THE MODERN WORLD
2897,GE M300,MATHEMATICS IN THE MODERN WORLD
2898,GE M300,MATHEMATICS IN THE MODERN WORLD
2899,GE M300,MATHEMATICS IN THE MODERN WORLD
2900,GE M300,MATHEMATICS IN THE MODERN WORLD
2901,GE M300,MATHEMATICS IN THE MODERN WORLD
2902,GE M300,MATHEMATICS IN THE MODERN WORLD
2903,GE M300,MATHEMATICS IN THE MODERN WORLD
2904,GE M300,MATHEMATICS IN THE MODERN WORLD
2905,GE M300,MATHEMATICS IN THE MODERN WORLD
2906,GE M300,MATHEMATICS IN THE MODERN WORLD
2907,GE M300,MATHEMATICS IN THE MODERN WORLD
2908,GE M300,MATHEMATICS IN THE MODERN WORLD
2909,GE M300,MATHEMATICS IN THE MODERN WORLD
2910,GE M300,MATHEMATICS IN THE MODERN WORLD
2911,GE M300,MATHEMATICS IN THE MODERN WORLD
2912,GE M300,MATHEMATICS IN THE MODERN WORLD
2913,GE M300,MATHEMATICS IN THE MODERN WORLD
2914,GE M300,MATHEMATICS IN THE MODERN WORLD
2915,GE M300,MATHEMATICS IN THE MODERN WORLD
2916,GE M300,MATHEMATICS IN THE MODERN WORLD
2917,GE M300,MATHEMATICS IN THE MODERN WORLD
2918,GE M300,MATHEMATICS IN THE MODERN WORLD
2919,GE M300,MATHEMATICS IN THE MODERN WORLD
2920,GE M300,MATHEMATICS IN THE MODERN WORLD
2921,GE M300,MATHEMATICS IN THE MODERN WORLD
2922,GE M300,MATHEMATICS IN THE MODERN WORLD
2923,GE M300,MATHEMATICS IN THE MODERN WORLD
2924,GE M300,MATHEMATICS IN THE MODERN WORLD
2925,GE M300,MATHEMATICS IN THE MODERN WORLD
2926,GE M300,MATHEMATICS IN THE MODERN WORLD
2927,GE M300,MATHEMATICS IN THE MODERN WORLD
2928,GE M300,MATHEMATICS IN THE MODERN WORLD
2929,GE A300,ART APPRECIATION
2930,GE A300,ART APPRECIATION
2931,GE A300,ART APPRECIATION
2932,GE A300,ART APPRECIATION
2933,GE A300,ART APPRECIATION
2934,GE A300,ART APPRECIATION
2935,GE A300,ART APPRECIATION
2936,GE A300,ART APPRECIATION
2937,GE A300,ART APPRECIATION
2938,GE A300,ART APPRECIATION
2939,GE A300,ART APPRECIATION
2940,GE A300,ART APPRECIATION
2941,GE A300,ART APPRECIATION
2942,GE A300,ART APPRECIATION
2943,GE A300,ART APPRECIATION
2944,GE A300,ART APPRECIATION
2945,GE A300,ART APPRECIATION
2946,GE A300,ART APPRECIATION
2947,GE A300,ART APPRECIATION
2948,GE A300,ART APPRECIATION
2949,GE A300,ART APPRECIATION
2950,GE A300,ART APPRECIATION
2951,GE A300,ART APPRECIATION
2952,GE A300,ART APPRECIATION
2953,GE A300,ART APPRECIATION
2954,GE A300,ART APPRECIATION
2955,GE A300,ART APPRECIATION
2956,GE A300,ART APPRECIATION
2957,GE A300,ART APPRECIATION
2958,GE A300,ART APPRECIATION
2959,GE A300,ART APPRECIATION
2960,GE A300,ART APPRECIATION
2961,GE A300,ART APPRECIATION
2962,GE A300,ART APPRECIATION
2963,GE A300,ART APPRECIATION
2964,GE A300,ART APPRECIATION
2965,GE A300,ART APPRECIATION
2966,GE A300,ART APPRECIATION
2967,GE A300,ART APPRECIATION
2968,GE A300,ART APPRECIATION
2969,LIT 2300,LITERATURE OF THE WORLD
2970,LIT 2300,LITERATURE OF THE WORLD
2971,LIT 2300,LITERATURE OF THE WORLD
2972,LIT 2300,LITERATURE OF THE WORLD
2973,LIT 2300,LITERATURE OF THE WORLD
2974,LIT 2300,LITERATURE OF THE WORLD
2975,LIT 2300,LITERATURE OF THE WORLD
2976,LIT 2300,LITERATURE OF THE WORLD
2977,LIT 2300,LITERATURE OF THE WORLD
2978,LIT 2300,LITERATURE OF THE WORLD
2979,LIT 2300,LITERATURE OF THE WORLD
2980,LIT 2300,LITERATURE OF THE WORLD
2981,LIT 2300,LITERATURE OF THE WORLD
2982,LIT 2300,LITERATURE OF THE WORLD
2983,LIT 2300,LITERATURE OF THE WORLD
2984,LIT 2300,LITERATURE OF THE WORLD
2985,LIT 2300,LITERATURE OF THE WORLD
2986,LIT 2300,LITERATURE OF THE WORLD
2987,LIT 2300,LITERATURE OF THE WORLD
2988,LIT 2300,LITERATURE OF THE WORLD
2989,LIT 2300,LITERATURE OF THE WORLD
2990,LIT 2300,LITERATURE OF THE WORLD
2991,LIT 2300,LITERATURE OF THE WORLD
2992,LIT 2300,LITERATURE OF THE WORLD
2993,LIT 2300,LITERATURE OF THE WORLD
2994,LIT 2300,LITERATURE OF THE WORLD
2995,LIT 2300,LITERATURE OF THE WORLD
2996,LIT 2300,LITERATURE OF THE WORLD
2997,LIT 2300,LITERATURE OF THE WORLD
2998,LIT 2300,LITERATURE OF THE WORLD
2999,LIT 2300,LITERATURE OF THE WORLD
3000,LIT 2300,LITERATURE OF THE WORLD
3001,LIT 2300,LITERATURE OF THE WORLD
3002,LIT 2300,LITERATURE OF THE WORLD
3003,IPCJS 1300,INTRODUCTION TO PHILIPPINE CRIMINAL JUSTICE SYSTEM
3004,IPCJS 1300,INTRODUCTION TO PHILIPPINE CRIMINAL JUSTICE SYSTEM
3005,IPCJS 1300,INTRODUCTION TO PHILIPPINE CRIMINAL JUSTICE SYSTEM
3006,IPCJS 1300,INTRODUCTION TO PHILIPPINE CRIMINAL JUSTICE SYSTEM
3007,IPCJS 1300,INTRODUCTION TO PHILIPPINE CRIMINAL JUSTICE SYSTEM
3008,IPCJS 1300,INTRODUCTION TO PHILIPPINE CRIMINAL JUSTICE SYSTEM
3009,IPCJS 1300,INTRODUCTION TO PHILIPPINE CRIMINAL JUSTICE SYSTEM
3010,IPCJS 1300,INTRODUCTION TO PHILIPPINE CRIMINAL JUSTICE SYSTEM
3011,IPCJS 1300,INTRODUCTION TO PHILIPPINE CRIMINAL JUSTICE SYSTEM
3012,IPCJS 1300,INTRODUCTION TO PHILIPPINE CRIMINAL JUSTICE SYSTEM
3013,IPCJS 1300,INTRODUCTION TO PHILIPPINE CRIMINAL JUSTICE SYSTEM
3014,IPCJS 1300,INTRODUCTION TO PHILIPPINE CRIMINAL JUSTICE SYSTEM
3015,IPCJS 1300,INTRODUCTION TO PHILIPPINE CRIMINAL JUSTICE SYSTEM
3016,IPCJS 1300,INTRODUCTION TO PHILIPPINE CRIMINAL JUSTICE SYSTEM
3017,IPCJS 1300,INTRODUCTION TO PHILIPPINE CRIMINAL JUSTICE SYSTEM
3018,IPCJS 1300,INTRODUCTION TO PHILIPPINE CRIMINAL JUSTICE SYSTEM
3019,IPCJS 1300,INTRODUCTION TO PHILIPPINE CRIMINAL JUSTICE SYSTEM
3020,IPCJS 1300,INTRODUCTION TO PHILIPPINE CRIMINAL JUSTICE SYSTEM
3021,IPCJS 1300,INTRODUCTION TO PHILIPPINE CRIMINAL JUSTICE SYSTEM
3022,IPCJS 1300,INTRODUCTION TO PHILIPPINE CRIMINAL JUSTICE SYSTEM
3023,IPCJS 1300,INTRODUCTION TO PHILIPPINE CRIMINAL JUSTICE SYSTEM
3024,IPCJS 1300,INTRODUCTION TO PHILIPPINE CRIMINAL JUSTICE SYSTEM
3025,IPCJS 1300,INTRODUCTION TO PHILIPPINE CRIMINAL JUSTICE SYSTEM
3026,IPCJS 1300,INTRODUCTION TO PHILIPPINE CRIMINAL JUSTICE SYSTEM
3027,IPCJS 1300,INTRODUCTION TO PHILIPPINE CRIMINAL JUSTICE SYSTEM
3028,IPCJS 1300,INTRODUCTION TO PHILIPPINE CRIMINAL JUSTICE SYSTEM
3029,IPCJS 1300,INTRODUCTION TO PHILIPPINE CRIMINAL JUSTICE SYSTEM
3030,IPCJS 1300,INTRODUCTION TO PHILIPPINE CRIMINAL JUSTICE SYSTEM
3031,IPCJS 1300,INTRODUCTION TO PHILIPPINE CRIMINAL JUSTICE SYSTEM
3032,IPCJS 1300,INTRODUCTION TO PHILIPPINE CRIMINAL JUSTICE SYSTEM
3033,IPCJS 1300,INTRODUCTION TO PHILIPPINE CRIMINAL JUSTICE SYSTEM
3034,LEOA 1300,LAW ENFORCEMENT ORGANIZATION & ADMINISTRATION
3035,LEOA 1300,LAW ENFORCEMENT ORGANIZATION & ADMINISTRATION
3036,LEOA 1300,LAW ENFORCEMENT ORGANIZATION & ADMINISTRATION
3037,LEOA 1300,LAW ENFORCEMENT ORGANIZATION & ADMINISTRATION
3038,LEOA 1300,LAW ENFORCEMENT ORGANIZATION & ADMINISTRATION
3039,LEOA 1300,LAW ENFORCEMENT ORGANIZATION & ADMINISTRATION
3040,LEOA 1300,LAW ENFORCEMENT ORGANIZATION & ADMINISTRATION
3041,LEOA 1300,LAW ENFORCEMENT ORGANIZATION & ADMINISTRATION
3042,LEOA 1300,LAW ENFORCEMENT ORGANIZATION & ADMINISTRATION
3043,LEOA 1300,LAW ENFORCEMENT ORGANIZATION & ADMINISTRATION
3044,LEOA 1300,LAW ENFORCEMENT ORGANIZATION & ADMINISTRATION
3045,LEOA 1300,LAW ENFORCEMENT ORGANIZATION & ADMINISTRATION
3046,LEOA 1300,LAW ENFORCEMENT ORGANIZATION & ADMINISTRATION
3047,LEOA 1300,LAW ENFORCEMENT ORGANIZATION & ADMINISTRATION
3048,LEOA 1300,LAW ENFORCEMENT ORGANIZATION & ADMINISTRATION
3049,LEOA 1300,LAW ENFORCEMENT ORGANIZATION & ADMINISTRATION
3050,LEOA 1300,LAW ENFORCEMENT ORGANIZATION & ADMINISTRATION
3051,LEOA 1300,LAW ENFORCEMENT ORGANIZATION & ADMINISTRATION
3052,LEOA 1300,LAW ENFORCEMENT ORGANIZATION & ADMINISTRATION
3053,LEOA 1300,LAW ENFORCEMENT ORGANIZATION & ADMINISTRATION
3054,LEOA 1300,LAW ENFORCEMENT ORGANIZATION & ADMINISTRATION
3055,LEOA 1300,LAW ENFORCEMENT ORGANIZATION & ADMINISTRATION
3056,LEOA 1300,LAW ENFORCEMENT ORGANIZATION & ADMINISTRATION
3057,LEOA 1300,LAW ENFORCEMENT ORGANIZATION & ADMINISTRATION
3058,LEOA 1300,LAW ENFORCEMENT ORGANIZATION & ADMINISTRATION
3059,LEOA 1300,LAW ENFORCEMENT ORGANIZATION & ADMINISTRATION
3060,LEOA 1300,LAW ENFORCEMENT ORGANIZATION & ADMINISTRATION
3061,LEOA 1300,LAW ENFORCEMENT ORGANIZATION & ADMINISTRATION
3062,LEOA 1300,LAW ENFORCEMENT ORGANIZATION & ADMINISTRATION
3063,LEOA 1300,LAW ENFORCEMENT ORGANIZATION & ADMINISTRATION
3064,LEOA 1300,LAW ENFORCEMENT ORGANIZATION & ADMINISTRATION
3065,LEOA 1300,LAW ENFORCEMENT ORGANIZATION & ADMINISTRATION
3066,LEOA 1300,LAW ENFORCEMENT ORGANIZATION & ADMINISTRATION
3067,LEOA 1300,LAW ENFORCEMENT ORGANIZATION & ADMINISTRATION
3068,LEOA 1300,LAW ENFORCEMENT ORGANIZATION & ADMINISTRATION
3069,LEOA 1300,LAW ENFORCEMENT ORGANIZATION & ADMINISTRATION
3070,DEFENSE 2,ARNIS & DISARMING TECHNIQUES
3071,DEFENSE 2,ARNIS & DISARMING TECHNIQUES
3072,DEFENSE 2,ARNIS & DISARMING TECHNIQUES
3073,DEFENSE 2,ARNIS & DISARMING TECHNIQUES
3074,DEFENSE 2,ARNIS & DISARMING TECHNIQUES
3075,DEFENSE 2,ARNIS & DISARMING TECHNIQUES
3076,DEFENSE 2,ARNIS & DISARMING TECHNIQUES
3077,DEFENSE 2,ARNIS & DISARMING TECHNIQUES
3078,DEFENSE 2,ARNIS & DISARMING TECHNIQUES
3079,DEFENSE 2,ARNIS & DISARMING TECHNIQUES
3080,DEFENSE 2,ARNIS & DISARMING TECHNIQUES
3081,DEFENSE 2,ARNIS & DISARMING TECHNIQUES
3082,DEFENSE 2,ARNIS & DISARMING TECHNIQUES
3083,DEFENSE 2,ARNIS & DISARMING TECHNIQUES
3084,DEFENSE 2,ARNIS & DISARMING TECHNIQUES
3085,DEFENSE 2,ARNIS & DISARMING TECHNIQUES
3086,DEFENSE 2,ARNIS & DISARMING TECHNIQUES
3087,DEFENSE 2,ARNIS & DISARMING TECHNIQUES
3088,DEFENSE 2,ARNIS & DISARMING TECHNIQUES
3089,DEFENSE 2,ARNIS & DISARMING TECHNIQUES
3090,DEFENSE 2,ARNIS & DISARMING TECHNIQUES
3091,DEFENSE 2,ARNIS & DISARMING TECHNIQUES
3092,DEFENSE 2,ARNIS & DISARMING TECHNIQUES
3093,DEFENSE 2,ARNIS & DISARMING TECHNIQUES
3094,DEFENSE 2,ARNIS & DISARMING TECHNIQUES
3095,DEFENSE 2,ARNIS & DISARMING TECHNIQUES
3096,DEFENSE 2,ARNIS & DISARMING TECHNIQUES
3097,DEFENSE 2,ARNIS & DISARMING TECHNIQUES
3098,DEFENSE 2,ARNIS & DISARMING TECHNIQUES
3099,DEFENSE 2,ARNIS & DISARMING TECHNIQUES
3100,DEFENSE 2,ARNIS & DISARMING TECHNIQUES
3101,NSTP 2285B,CWTS 2-SOCIAL AWARENESS & EMPOWERMENT FOR SERVICE
3102,NSTP 2285B,CWTS 2-SOCIAL AWARENESS & EMPOWERMENT FOR SERVICE
3103,NSTP 2285B,CWTS 2-SOCIAL AWARENESS & EMPOWERMENT FOR SERVICE
3104,NSTP 2285B,CWTS 2-SOCIAL AWARENESS & EMPOWERMENT FOR SERVICE
3105,NSTP 2285B,CWTS 2-SOCIAL AWARENESS & EMPOWERMENT FOR SERVICE
3106,NSTP 2285B,CWTS 2-SOCIAL AWARENESS & EMPOWERMENT FOR SERVICE
3107,NSTP 2285B,CWTS 2-SOCIAL AWARENESS & EMPOWERMENT FOR SERVICE
3108,NSTP 2285B,CWTS 2-SOCIAL AWARENESS & EMPOWERMENT FOR SERVICE
3109,NSTP 2285B,CWTS 2-SOCIAL AWARENESS & EMPOWERMENT FOR SERVICE
3110,NSTP 2285B,CWTS 2-SOCIAL AWARENESS & EMPOWERMENT FOR SERVICE
3111,NSTP 2285B,CWTS 2-SOCIAL AWARENESS & EMPOWERMENT FOR SERVICE
3112,NSTP 2285B,CWTS 2-SOCIAL AWARENESS & EMPOWERMENT FOR SERVICE
3113,NSTP 2285B,CWTS 2-SOCIAL AWARENESS & EMPOWERMENT FOR SERVICE
3114,NSTP 2285B,CWTS 2-SOCIAL AWARENESS & EMPOWERMENT FOR SERVICE
3115,NSTP 2285B,CWTS 2-SOCIAL AWARENESS & EMPOWERMENT FOR SERVICE
3116,NSTP 2285B,CWTS 2-SOCIAL AWARENESS & EMPOWERMENT FOR SERVICE
3117,NSTP 2285B,CWTS 2-SOCIAL AWARENESS & EMPOWERMENT FOR SERVICE
3118,NSTP 2285B,CWTS 2-SOCIAL AWARENESS & EMPOWERMENT FOR SERVICE
3119,NSTP 2285B,CWTS 2-SOCIAL AWARENESS & EMPOWERMENT FOR SERVICE
3120,NSTP 2285B,CWTS 2-SOCIAL AWARENESS & EMPOWERMENT FOR SERVICE
3121,NSTP 2285B,CWTS 2-SOCIAL AWARENESS & EMPOWERMENT FOR SERVICE
3122,NSTP 2285B,CWTS 2-SOCIAL AWARENESS & EMPOWERMENT FOR SERVICE
3123,NSTP 2285B,CWTS 2-SOCIAL AWARENESS & EMPOWERMENT FOR SERVICE
3124,NSTP 2285B,CWTS 2-SOCIAL AWARENESS & EMPOWERMENT FOR SERVICE
3125,NSTP 2285B,CWTS 2-SOCIAL AWARENESS & EMPOWERMENT FOR SERVICE
3126,NSTP 2285B,CWTS 2-SOCIAL AWARENESS & EMPOWERMENT FOR SERVICE
3127,NSTP 2285B,CWTS 2-SOCIAL AWARENESS & EMPOWERMENT FOR SERVICE
3128,NSTP 2285B,CWTS 2-SOCIAL AWARENESS & EMPOWERMENT FOR SERVICE
3129,NSTP 2285B,CWTS 2-SOCIAL AWARENESS & EMPOWERMENT FOR SERVICE
3130,NSTP 2285B,CWTS 2-SOCIAL AWARENESS & EMPOWERMENT FOR SERVICE
